   n        time         Cl         Cd
  886900   152.00578   0.5318078   0.2343380
  886920   152.00925   0.5318706   0.2343427
  886940   152.01271   0.5319303   0.2343496
  886960   152.01617   0.5319859   0.2343582
  886980   152.01964   0.5320366   0.2343682
  887000   152.02310   0.5320815   0.2343792
  887020   152.02657   0.5321207   0.2343911
  887040   152.03003   0.5321541   0.2344031
  887060   152.03350   0.5321827   0.2344146
  887080   152.03696   0.5322079   0.2344258
  887100   152.04042   0.5322309   0.2344370
  887120   152.04389   0.5322532   0.2344479
  887140   152.04735   0.5322755   0.2344581
  887160   152.05082   0.5322980   0.2344674
  887180   152.05428   0.5323204   0.2344755
  887200   152.05774   0.5323411   0.2344818
  887220   152.06121   0.5323581   0.2344859
  887240   152.06467   0.5323699   0.2344877
  887260   152.06814   0.5323759   0.2344871
  887280   152.07160   0.5323761   0.2344845
  887300   152.07506   0.5323709   0.2344799
  887320   152.07853   0.5323613   0.2344737
  887340   152.08199   0.5323479   0.2344661
  887360   152.08545   0.5323313   0.2344572
  887380   152.08892   0.5323125   0.2344473
  887400   152.09238   0.5322931   0.2344365
  887420   152.09584   0.5322728   0.2344247
  887440   152.09931   0.5322508   0.2344117
  887460   152.10277   0.5322276   0.2343978
  887480   152.10623   0.5322019   0.2343827
  887500   152.10970   0.5321733   0.2343660
  887520   152.11316   0.5321420   0.2343481
  887540   152.11662   0.5321079   0.2343294
  887560   152.12009   0.5320728   0.2343103
  887580   152.12355   0.5320385   0.2342912
  887600   152.12701   0.5320068   0.2342725
  887620   152.13047   0.5319804   0.2342546
  887640   152.13394   0.5319615   0.2342379
  887660   152.13740   0.5319507   0.2342226
  887680   152.14086   0.5319475   0.2342087
  887700   152.14433   0.5319511   0.2341960
  887720   152.14779   0.5319595   0.2341840
  887740   152.15125   0.5319700   0.2341723
  887760   152.15472   0.5319799   0.2341607
  887780   152.15818   0.5319865   0.2341487
  887800   152.16164   0.5319876   0.2341357
  887820   152.16511   0.5319820   0.2341213
  887840   152.16857   0.5319696   0.2341051
  887860   152.17203   0.5319512   0.2340866
  887880   152.17550   0.5319280   0.2340656
  887900   152.17896   0.5319012   0.2340419
  887920   152.18242   0.5318716   0.2340153
  887940   152.18589   0.5318402   0.2339856
  887960   152.18935   0.5318075   0.2339531
  887980   152.19282   0.5317728   0.2339176
  888000   152.19628   0.5317344   0.2338789
  888020   152.19974   0.5316904   0.2338370
  888040   152.20321   0.5316390   0.2337919
  888060   152.20667   0.5315788   0.2337433
  888080   152.21013   0.5315093   0.2336912
  888100   152.21360   0.5314304   0.2336357
  888120   152.21706   0.5313425   0.2335767
  888140   152.22053   0.5312455   0.2335145
  888160   152.22399   0.5311394   0.2334493
  888180   152.22746   0.5310245   0.2333815
  888200   152.23092   0.5309011   0.2333112
  888220   152.23438   0.5307695   0.2332385
  888240   152.23785   0.5306292   0.2331632
  888260   152.24131   0.5304797   0.2330851
  888280   152.24478   0.5303213   0.2330042
  888300   152.24824   0.5301551   0.2329208
  888320   152.25170   0.5299829   0.2328348
  888340   152.25517   0.5298078   0.2327467
  888360   152.25863   0.5296331   0.2326573
  888380   152.26210   0.5294625   0.2325676
  888400   152.26556   0.5292979   0.2324780
  888420   152.26902   0.5291403   0.2323891
  888440   152.27249   0.5289892   0.2323009
  888460   152.27595   0.5288439   0.2322132
  888480   152.27941   0.5287037   0.2321259
  888500   152.28288   0.5285685   0.2320389
  888520   152.28634   0.5284393   0.2319521
  888540   152.28980   0.5283168   0.2318655
  888560   152.29327   0.5282016   0.2317798
